Crash Type,Report Made?,Date / Time,Case Number,District,Crash Location,Lanes Of Traffic,Signal Present?,Speed Limit Of Road (MPH),Road Type,Synopsis,Ticket/Arrest?,Citation To,Pedestrian Age,Pedestrian Gender,Pedestrian City Of Residence,Pedestrian Zip Code,Biker Age,Biker Gender,Biker City of Residence,Biker Zip Code,Driver Age,Driver Gender,Driver City Of Residence,Driver Zip Code,Injury to Pedestrian?,Level of Injury to Pedestrian,Pedestrian to Hospital?,Injury to Biker?,Level of Injury to Biker,Biker to Hospital?,Crash Lat/Long Location,Count,District Council - Map,Council Ward
Pedestrian,Yes,10/25/2017 07:18:00 PM,17-251324,Western District,Lexington Pkwy & Ashland,2,No,30,City,"On 10/25/17, at 1918 hours, squads were sent to Ashland Ave/Lexington Pkwy for a motor vehicle theft in progress.  Officers found a female took a vehicle without consent, and tried to drive away without the owner's consent, and dragged the owner as he hung onto the car.  Muna Abdulqadir, 24 y/o, female, was arrested for criminal vehicular operation.  She was booked at the LEC for that charge.",Yes,Driver,37,Male,St. Paul,55106,,,,,24,Female,Brooklyn Park,55443,Yes,Suspected Minor Injury,No,,,,"(44.94391044, -93.1474891)",1,17,7
Pedestrian,Yes,05/05/2018 04:34:00 PM,18-093839,Western District,Jefferson & Edgcumbe Rd,2,No,30,Municiapl State Aid,"Driver was WB Jefferson and made a u-turn at Edgecumbe, striking 2 pedestrians that were in the crosswalk.  Driver cited for failure to yield to pedestrians.",Yes,Driver,41,Female,St. Paul,55116,,,,,71,Male,St. Paul,55105,No,None,No,,,,"(44.93042752, -93.14985363)",1,5,6
Pedestrian,Yes,03/20/2018 04:40:00 PM,18-057413,Eastern District,Arkwright St & Cayuga,4,Yes,30,Municiapl State Aid,Driver was SB Arkwright to EB Cayuga.  Pedestrian was crossing in the crosswalk.,No,None,14,Male,Woodbury,55125,,,,,42,Female,Rosemount,55068,Yes,Suspected Minor Injury,No,,,,"(44.96573379, -93.08428122)",1,13,3
Ped2,,10/16/2016 02:25:01 AM,16-212712,,,,,,,ped 2 of 2 for above crash,,,22,Female,St. Paul,55106,,,,,,,,,Yes,Suspected Minor Injury,Yes,,,,,1,,
Ped2,,04/17/2017 04:00:01 PM,17-084045,,,,,,,ped 2 of 4,,,7,Male,St. Paul,55106,,,,,,,,,Yes,Possible Injury,Yes,,,,,1,,
Pedestrian,Yes,05/04/2018 12:10:00 PM,18-092650,Central District,7 St W & St. Peter St,5,Yes,30,State - Trunk Highway,Driver was WB on 7th at St. Peter with green light.  Pedestrian crossing 7th st against red light.  Driver struck pedestrian.  Driver did not have a driver's license and was cited.,Yes,Driver,56,Male,St. Paul,55104,,,,,72,Male,St. Paul,55107,Yes,Suspected Minor Injury,Yes,,,,"(44.94767129, -93.09830117)",1,12,5
Ped2,,05/12/2017 06:38:01 PM,17-106239,,,,,,,Ped 2 of 2,No,None,6,Male,St. Paul,55106,,,,,,,,,Yes,Suspected Serious Injury,Yes,,,,,1,,
Pedestrian,No,05/09/2017 04:59:00 PM,17-103456,Central District,Grand Ave & I35E,4,Traffic Signal,30,Municipal State Aid,Report not made.  Pedestrian Vs. Vehicle.  Vehicle fled.,No,None,,Female,St. Paul,55102,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.940111, -93.114903)",1,11,5
Pedestrian,No,05/02/2017 04:32:00 PM,17-096913,Eastern District,Maryland Ave E & Walsh St,4,No,30,County - State Aid Highway,"no report made.  Caller reported dark suv struck ped in crosswalk, but pedestrian got up and walked away.  When police arrived no one was around.  Call was cleared Gone On Arrival.",No,None,,Male,Unknown,Unknown,,,,,,Male,Unknown,Unknown,Unknown,Unknown,Unknown,,,,"(44.977489, -93.069378)",1,13,1
Bike,Yes,05/14/2017 03:00:00 PM,17-107971,Central District,Maryland Ave E & I35E,7,Traffic Signal,30,County - State Aid Highway,"Bike was EB Maryland crossing on ramp for SB 35E in crosswalk.  Driver was WB Maryland making a left turn onto SB I35E, striking pedestrian.  Witnessed by SPPD Reserve Officer.  No Injuries to biker.  Driver cited for failure to yield right of way and driving on a revoked license.",Yes,Driver,,,,,31,Male,St. Paul,55106,44,Female,St. Paul,55106,,,,No,None,No,"(44.977046, -93.088764)",1,3,3
Ped2,,04/17/2017 04:00:02 PM,17-084045,,,,,,,ped 3 of 4,,,8,Male,Oakdale,55128,,,,,,,,,Yes,Possible Injury,No,,,,,1,,
Pedestrian,Yes,04/17/2018 07:40:00 PM,18-078469,Western District,Vandalia Ave & Wabash Ave,5,No,30,Municiapl State Aid,"Driver was NB on Vandalia approaching Wabash.  Vehicle in right lane slowed and stopped for a pedestrian in the crosswalk.  Driver moved to the left lane to pass the stopped vehicle, and did not see or check for a pedestrian.  Driver struck the pedestrian causing signifigant injury.  Driver did not have insurance.  Driver cited for no insurance and fail to yield to pedestrian.",Yes,Driver,23,Female,St. Paul,55105,,,,,35,Female,South St. Paul,55075,Yes,Suspected Minor Injury,Yes,,,,"(44.95877342, -93.19116893)",1,1,4
Bike,No,05/02/2017 09:25:00 AM,17-096575,Western District,Raymond Ave & Energy Park Drive,3,Yes,30,County - State Aid Highway,"No Report.  Notes from Officer E-Mail:
The biker was slightly clipped by the vehicle and fell down. They spoke briefly and the biker told the driver she was fine and that he could leave. Driver was gone on our arrival.",No,None,,,,,,Female,Unknown,Unknown,,Male,Unknown,Unknown,,,,No,None,No,"(44.97423, -93.194569)",1,1,4
Pedestrian,No,05/24/2017 05:29:00 PM,17-116537,Eastern District,Arcade & Sherwood,2,Stop Sign,30,City,"No report.  Pedestrian struck driver's mirror with elbow, no injuries.",No,None,,Male,St. Paul,55106,,,,,,Male,Unknown,Unknown,No,None,No,,,,"(44.983973, -93.065099)",1,13,1
Bike,Yes,05/26/2017 09:34:00 AM,17-118017,Western District,Concordia Ave & Griggs,2,No,30,Municipal State Aid,Biker crossed Concordia without yielding to vehicle.  Biker cited for FTY to vehicle.,Yes,Biker,,,,,18,Male,St. Paul,55107,36,Male,St. Paul,55103,,,,Yes,Suspected Serious Injury,Yes,"(44.951148, -93.151724)",1,17,7
Pedestrian,Yes,04/21/2018 10:50:00 PM,18-081974,Western District,7 St W & St. Paul Ave,4,No,40,State - Trunk Highway,Pedestrian was crossing St. Paul Ave near 7th Street (in a crosswalk).  Driver making left turn struck pedestrian.  Driver cited.,Yes,Driver,41,Female,Woodbury,55125,,,,,29,Male,St. Paul,55104,Yes,Possible Injury,No,,,,"(44.90414841, -93.16588225)",1,6,6
Bike,Yes,12/05/2018 07:15:00 PM,18-276783,Western District,Summit Ave & Cretin Ave,4,Yes,30,County - State Aid Highway,"UNIT 1 was traveling southbound in the left lane on Cretin Ave at Summit Ave when it crashed into UNIT 2, which was also traveling southbound in the left lane of Cretin Ave at Summit Ave.UNIT 2, a bicycle, was stopped and attempting to make a left turn eastbound onto Summit Ave when UNIT 1 crashed into him.DRIVER OF UNIT 1, said she was traveling through the intersection and did not see UNIT 2 until the last minute when she tried to brake suddenly.  DRIVER OF UNIT 1 said she could not clearly see the bicyclist due to oncoming car headlights and it being a busy intersection.UNIT 2, the bicyclist was checked out by Medics and cleared on scene with no apparent injuries.  Bicyclist said he was not struck by the car at all, the car hit his rear tire and bent it, which caused him to fall off the bicycle.Witness on scene corroborated the statement of driver of Unit 1.UNIT 1 had minor, non-disabling damage.  Driver of Unit 1 was Valid DL and VALID INSURANCE.NO ARRESTS MADE.  NO CITATIONS issued.END OF REPORT.",No,None,,,,,29,Male,St. Paul,55104,71,Female,St. Paul,55105,,,,No,None,No,"(44.9414433, -93.19273455)",1,5,4
Pedestrian,Yes,05/13/2018 01:50:00 PM,18-100848,Western District,University Ave W & Simpson St,0,No,10,Private,Pedestrian was walking in driveway of parking lot and struck at low speed by vehicle.  Driver stated he did not see the pedestrian.,No,None,73,Female,St. Paul,55101,,,,,51,Male,Maplewood,55117,Yes,Suspected Serious Injury,Yes,,,,"(44.95546738, -93.16618937)",1,17,7
Bike,Yes,05/24/2018 05:50:00 PM,18-110842,Eastern District,Westminster & Sims Ave,2,No,30,Municiapl State Aid,"Driver was NB on Westminster, biker was EB on Sims.  Biker did not stop for stop sign and struck vehicle.",No,None,,,,,10,Male,St. Paul,55106,31,Male,St. Paul,55130,,,,Yes,Suspected Minor Injury,No,"(44.96911205, -93.08556786)",1,13,3
Bike,Yes,05/06/2018 05:06:00 PM,18-094602,Central District,Arlington Ave E & Klainert st,2,Stop Sign,30,Municiapl State Aid,"Biker was SB Klainert, going down hill and failed to stop for a stop sign, striking vehicle.",No,None,,,,,8,Male,St. Paul,55117,31,Female,St. Paul,55106,,,,Yes,Suspected Minor Injury,Yes,"(44.98463216, -93.09112853)",1,3,3
Pedestrian,Yes,05/18/2018 05:45:00 PM,18-105349,Central District,Pleasant Ave & Tuscarora Ave W,2,No,30,City,Driver backed out of a driveway and into 2 pedestrians who were standing there.  Driver cited for failure to drive with due care.,Yes,Driver,39,Male,Ferndale (WA),98248,,,,,67,Male,St. Paul,55102,No,None,No,,,,"(44.92304176, -93.14444931)",1,11,5
Pedestrian,Yes,12/14/2018 05:15:00 PM,18-283762,Central District,Wabasha St S & Cesar Chavez St,2,Stop Sign,30,Municiapl State Aid,Unit 2 was crossing southbound from the northwest corner of Wabasha and Cesar Chavez. Unit 1 was stopped at the south east corner of Wabasha and Cesar Chavez. Unit 1 entered the intersection of Wabasha and Cesar Chavez while Unit 2 was in the crosswalk. Unit 1 hit unit 2 and injured her foot/ankle. Unit 1 was inside their lane prior to entering the intersection. Unit 2 was within the marked crosswalk. Unit 2 was transported to the local hospital to be treated for  her injuries.,Yes,Driver,37,Female,St. Paul,55107,,,,,47,Female,St. Paul,55106,Yes,Suspected Minor Injury,Yes,,,,"(44.93382937, -93.08411383)",1,7,5
Pedestrian,Yes,04/12/2018 04:20:00 PM,18-074738,Central District,5 St E & Robert St N,3,Yes,30,State - Trunk Highway,"Driver was EB 5th, making left onto NB Robert.  Ped was crossing Robert in north crosswalk with the signal and walk sign.  Driver struck pedestrian.  Driver cited for failure to yield to pedestrian in crosswalk.",Yes,Driver,55,Female,Oakdale,55128,,,,,31,Male,St. Paul,55104,Yes,Possible Injury,Yes,,,,"(44.94745752, -93.09092212)",1,12,5
Bike,Yes,05/03/2018 04:40:00 PM,18-091880,Central District,Victoria St S & Monroe Ct,2,Stop Sign,30,Municiapl State Aid,Driver was SB on Victoria.  Bike was EB Monroe and failed to stop for a stop sign.  Driver struck bike.,No,None,,,,,10,Male,St. Paul,55102,56,Male,Rosemount,55068,,,,Yes,Suspected Minor Injury,Yes,"(44.92960602, -93.1363728)",1,11,5
Bike,Yes,10/13/2018 12:14:00 PM,18-409215,State Patrol,I35E & W 7th St,3,Yes,30,State - Trunk Highway,"Driver was making right turn on red after exiting freeway, looking to her left.  Driver struck bike that was crosing with walk signal in crosswalk.  Driver cited.",Yes,Driver,,,,,57,Male,St. Paul,55102,53,Female,Roseville,55113,,,,Yes,Suspected Minor Injury,Yes,"(44.915636, -93.14518588)",1,6,6
Pedestrian,Yes,12/31/2018 09:58:00 AM,18-295472,Western District,Snelling Ave S & Grand Ave,Parking Lot,No,10,Private,VEH. #1 PULLED INTO PARKING STALL.  PED. #2 WAS BUMPED BY VEH. #1&#39;S PASSENGER SIDE MIRROR.  PED. #2 ELBOW STRUCK. POSSIBLE MINOR INJURY TO ELBOW.NO CITATIONS ISSUED.,No,None,65,Male,Falcon Heights,55108,,,,,77,Male,Cottage Grove,55016,Yes,Possible Injury,No,,,,"(44.93935938, -93.16692593)",1,5,6
Pedestrian,Yes,12/29/2018 06:43:00 AM,18-411731,State Patrol,I94 & Dale St,4,No,55,State - Trunk Highway,"V1 WAS IN THE RL.PEDESTRIAN WAS LYING IN THE RL AFTER HAVING JUMPED OFF WALKING BRIDGE LOCATED ABOVE I94 NEAR DALE ST.V1 STRUCK PEDESTRIAN.SEE CRASH RECONSTRUCTIONIST, SGT. DIXON, REPORT FOR FURTHER DETAILS.",No,None,32,Male,Unknown,Unknown,,,,,57,Female,St. Paul,55104,Yes,FATAL,Yes,,,,"(44.95193506, -93.12885516)",1,9,7
Bike,Yes,12/14/2018 04:00:00 PM,18-283709,Central District,Lillydale & Water St,2,No,30,City,Unit 1 and 2 were headed westbound on Water St. Unit one stated there was glare from the sun and did not see unit 2. Unit 1 hit unit 2 with their passenger side mirror. Unit 2 was in the bike lane close to the line but not over it and Unit 1 was in the roadway near the line but not over it.,No,None,,,,,35,Male,Rosemount,55068,29,Male,Spring Lake Park,55384,,,,No,None,No,"(44.93143204, -93.10307498)",1,7,5
Pedestrian,Yes,11/17/2018 09:00:00 AM,18-262461,Central District,6 St E & Sibley St,3,Yes,30,Municiapl State Aid,Driver of Vehicle #1 was slowing in traffic while northbound Sibley St. approaching 6th St.  Driver of vehicle #1 stopped for red light at 6th St.  Pedestrian #2 began to walk on walk signal at marked crosswalk eastbound 6th St. Driver of Veh. #1 then slowly moved forward and bumped the pedestrian.  p,No,None,66,Female,St. Paul,55101,,,,,73,Male,Minneapolis,55413,Yes,Possible Injury,No,,,,"(44.94941218, -93.08888593)",1,12,5
Bike,Yes,09/12/2016 10:04:00 PM,16-186132,Eastern District,7 St E & Maria,2,Yes,30,Municipal Aid Street,,No,None,,,,,29,Male,Unknown,Unknown,46,Male,"Roberts, WI",54023,,,,No,None,No,"(44.95808, -93.073781)",1,15,2
Pedestrian,Yes,12/11/2018 03:15:00 PM,18-281094,Western District,Englewood Ave W & Snelling Ave N,2,Yes,30,City,"Pedestrian as crossnig mid block, w of snelling.  Vehicle was EB and struck the pedestrian.  Vehicle fled scene.",No,None,67,Female,Roseville,55113,,,,,84,Male,St. Paul,55104,Yes,Suspected Minor Injury,Yes,,,,"(44.96405576, -93.16597873)",1,4,4
Pedestrian,Yes,11/15/2018 06:50:00 PM,18-261467,Western District,Snelling Ave N & University Ave W,5,Yes,30,County - State Aid Highway,Pestrian ran into traffic due to being chased and was struck by a vehicle.,No,None,16,Female,St. Paul,55104,,,,,28,Male,Minneapolis,55435,Yes,Suspected Minor Injury,Yes,,,,"(44.95560723, -93.16665436)",1,17,7
Pedestrian,Yes,12/03/2018 12:00:00 PM,18-274907,Central District,University Ave E & Jackson St,Parking Lot,No,10,Private,Vehicle backed into a pedestrian in the parking lot.,No,None,34,Female,Rosemount,55068,,,,,68,Male,Shoreview,55126,No,None,No,,,,"(44.95673048, -93.09511981)",1,12,5
Pedestrian,Yes,12/11/2018 06:17:00 PM,18-281259,Eastern District,Ruth St N & Wilson St,3,No,30,Municiapl State Aid,"driver was SB Ruth from Wilson and ped was crossing at unmarked crosswalk, striking ped at low speed.  Driver cited for no insurnace.",Yes,Driver,21,Female,Maplewood,55119,,,,,35,Female,St. Paul,55119,No,None,No,,,,"(44.95376018, -93.01515699)",1,16,2
Pedestrian,Yes,10/24/2018 03:38:00 PM,18-243986,Eastern District,White Bear Ave N & Old Hudson Rd,4,Yes,30,County - State Aid Highway,"Vehicle #1 was WB Old Hudson, turning SB White Bear, when it struck pedestrian who was walking EB in crosswalk.  Driver cited for FTY Ped.",Yes,Driver,30,Male,St. Paul,55106,,,,,25,Male,Minneapolis,55428,Yes,Suspected Minor Injury,Yes,,,,"(44.95262603, -93.02534801)",1,16,2
Pedestrian,Yes,11/17/2018 08:48:00 PM,18-262921,Central District,Rice St N & Arlington Ave W,4,Yes,30,County - State Aid Highway,Driver was EB Arlington making left to NB rice and struck ped who was in crosswalk.  Vehicle fled.,No,None,25,Male,St. Paul,5117,,,,,,Unknown,Unknown,Unknown,No,None,No,,,,"(44.98458898, -93.10585854)",1,3,3
Bike,Yes,11/23/2018 06:40:00 PM,18-267194,Western District,Hamline Ave N & University Ave W,Parking Lot,No,10,Private,Hit & Run.  Driver exiting parking lot struck biker on the sidewalk.  Driver fled.,No,None,,,,,22,Male,Champlain,55316,,Unknown,Unknown,Unknown,,,,Yes,Suspected Minor Injury,No,"(44.95582065, -93.15723908)",1,4,4
Pedestrian,Yes,11/06/2018 06:34:00 AM,18-254037,Central District,Larptenteur Ave E & Wanda St,4,No,30,County - State Aid Highway,Driver EB Larpenteur and clipped pedestrian with mirror.,No,None,16,Female,Minneapolis,55404,,,,,50,Male,St. Paul,55108,Yes,Suspected Minor Injury,Yes,,,,"(44.99175948, -93.09782651)",1,3,3
Pedestrian,Yes,11/14/2018 03:48:00 PM,18-260383,Western District,Universiy Ave W & Simpson St,Parking Lot,No,10,Private,Vehicle was exiting McDonald's drive through and struck pedestrian in parking lot.,No,None,54,Male,St. Paul,55104,,,,,22,Female,Duluth,55812,Yes,Suspected Serious Injury,Yes,,,,"(44.95549865, -93.1667312)",1,17,7
Pedestrian,Yes,11/04/2018 02:20:00 PM,18-252749,Western District,Dale St N & Thomas,4,Yes,30,County - State Aid Highway,"Hit and Run crash, limited information.  Pedestrian struck.",No,None,26,Female,St. Paul,55104,,,,,30,Female,Maplewood,55109,Yes,Suspected Minor Injury,Yes,,,,"(44.95935932, -93.12639257)",1,10,7
Bike,Yes,06/01/2017 04:31:00 PM,17-124056,Eastern District,Magnolia Ave E & Mendota,2,Stop Sign,30,City,"Vehicle was WB Magnolia.  Bike was NB Mendota (stop sign).  Vehicle struck biker, minor injury.",No,None,,,,,16,Female,St. Paul,55117,56,Female,Minneapolis,55410,,,,Yes,Suspected Minor Injury,Yes,"(44.973907, -93.063429)",1,13,1
Bike,No,05/18/2017 02:12:00 PM,17-111243,Western District,Snelling Ave N & Dayton Ave,4,No,30,State - Trunk Highway,"No Report, e-mailed officer",No,None,,,,,,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,"(44.947396, -93.167002)",1,17,4
Pedestrian,Yes,11/15/2018 08:35:00 AM,18-260874,Eastern District,Case Ave & Walsh St,Alley,No,10,City,A city worker was standing behind a city truck and dump trailer in the alley behind 732 Case Av E.  A second city truck parked approx. 10 feet away behind the trailer (both facing w/b) began to slide on the ice while parked.  The vehicle slowly slid down the icy pavement in the alley.  The city worker standing behind the dump trailer did not see or hear the work truck sliding towards him.  The city worker was pinned between the city truck and city dump trailer he was standing behind.  SPFD medic 17 (run# 18-041832) responded to the scene and transported the city worker to Regions for evaluation.The two city work trucks parked in the alley were there as part of a work crew.  They were not occupied and were not running.See the original report for more detailed info and the supplement report for photos.,No,None,40,Male,St. Paul,55113,,,,,,Unknown,Unknown,Unknown,Yes,Possible Injury,Yes,,,,"(44.97035661, -93.0696858)",1,13,1
